session_id,session_label,session_mode,session_start,session_end,event_type,timestamp,direction,directionMode,lat,lng,gps_accuracy_m
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,gps_track,2026-06-15T12:15:10.999Z,,,54.596013558413766,-5.7135741191204374,5
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,gps_track,2026-06-15T12:15:31.999Z,,,54.59621300347375,-5.71381809628852,5
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,car,2026-06-15T12:15:44.808Z,with,both,54.596334178598966,-5.713728608675063,5
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,gps_track,2026-06-15T12:15:51.999Z,,,54.59641293417478,-5.7136390617559565,5
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,gps_track,2026-06-15T12:16:12.999Z,,,54.596554305515156,-5.713304224990439,5
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,car,2026-06-15T12:16:16.571Z,with,both,54.59657566994911,-5.7132642228492845,5
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,car,2026-06-15T12:16:26.710Z,against,both,54.59663807661888,-5.713071564627432,5
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,gps_track,2026-06-15T12:16:33.999Z,,,54.596714750634526,-5.712914477379748,6
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,gps_track,2026-06-15T12:16:54.999Z,,,54.59680690987773,-5.712499361944367,6
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,gps_track,2026-06-15T12:17:14.999Z,,,54.59683103144847,-5.7120425732002245,7
445e0e4f,"15/06/2026, 13:15:07",dual,2026-06-15T12:15:11.500Z,2026-06-15T12:17:38.280Z,gps_track,2026-06-15T12:17:35.999Z,,,54.596811234671826,-5.711588228478771,9
1fbb2ee8,"15/06/2026, 13:22:12",dual,2026-06-15T12:22:16.044Z,2026-06-15T12:23:28.898Z,gps_track,2026-06-15T12:22:15.000Z,,,54.59820759252531,-5.7085258375854115,5
1fbb2ee8,"15/06/2026, 13:22:12",dual,2026-06-15T12:22:16.044Z,2026-06-15T12:23:28.898Z,car,2026-06-15T12:22:32.568Z,against,both,54.598085666844334,-5.70826610370559,4
