session_id,session_label,session_mode,session_start,session_end,event_type,timestamp,direction,directionMode,lat,lng,gps_accuracy_m
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,gps_track,2026-06-19T20:20:42.999Z,,,54.5943987211052,-5.7028040664436235,22
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,gps_track,2026-06-19T20:21:03.999Z,,,54.59425216424032,-5.702760102628683,16
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,car,2026-06-19T20:21:11.600Z,against,both,54.59419197747176,-5.702794768343854,14
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,car,2026-06-19T20:21:22.927Z,against,both,54.59409438143053,-5.702791287276233,11
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,gps_track,2026-06-19T20:21:24.998Z,,,54.59407901447567,-5.702822125241759,11
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,gps_track,2026-06-19T20:21:44.999Z,,,54.59398286356991,-5.702746954594644,7
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,car,2026-06-19T20:21:50.766Z,against,both,54.59394915070139,-5.702775889036464,6
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,car,2026-06-19T20:21:55.264Z,with,both,54.59391988273346,-5.702809017321634,6
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,car,2026-06-19T20:21:56.280Z,against,both,54.59391492694913,-5.702811708202682,6
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,car,2026-06-19T20:22:00.248Z,against,both,54.593882732110316,-5.702824075807087,6
6e1e8c82,"19/06/2026, 21:20:42",dual,2026-06-19T20:20:43.614Z,2026-06-19T20:22:16.733Z,gps_track,2026-06-19T20:22:04.999Z,,,54.59383852579215,-5.7028601552782945,6
e61b3b4f,"19/06/2026, 21:25:46",dual,2026-06-19T20:25:49.642Z,2026-06-19T20:26:55.013Z,gps_track,2026-06-19T20:25:48.999Z,,,54.59209749837995,-5.701335017142631,5
e61b3b4f,"19/06/2026, 21:25:46",dual,2026-06-19T20:25:49.642Z,2026-06-19T20:26:55.013Z,gps_track,2026-06-19T20:26:09.999Z,,,54.59201682386466,-5.700966010336836,4
