session_id,session_label,session_mode,session_start,session_end,event_type,timestamp,direction,directionMode,lat,lng,gps_accuracy_m
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,gps_track,2026-06-16T17:48:32.225Z,,,54.59711522914937,-5.711507173231887,26
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:48:34.412Z,with,both,54.59706560248006,-5.711399316793039,26
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:48:35.784Z,with,both,54.59695496135819,-5.711140399804069,10
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:48:40.072Z,with,both,54.59682516758758,-5.710949460049822,4
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,gps_track,2026-06-16T17:48:52.999Z,,,54.596725331776234,-5.71076444116512,5
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,gps_track,2026-06-16T17:49:12.999Z,,,54.59653349243804,-5.710436839941348,6
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:49:19.279Z,against,both,54.596469813563616,-5.710321702778452,7
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:49:26.809Z,against,both,54.59643962309407,-5.710232375124216,8
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:49:28.941Z,against,both,54.59642733945901,-5.710230477427663,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:49:30.628Z,against,both,54.596414548633085,-5.710220027734979,8
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,gps_track,2026-06-16T17:49:32.999Z,,,54.59640177141245,-5.710180388888214,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:49:34.059Z,against,both,54.59640582209105,-5.710157190429931,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:49:42.864Z,against,both,54.59636812941727,-5.710101443498782,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,gps_track,2026-06-16T17:49:53.999Z,,,54.596316538145246,-5.70996473033576,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:49:58.315Z,with,both,54.59628407831572,-5.709938594553248,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:50:00.411Z,with,both,54.59627926451454,-5.709891205059951,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:50:02.549Z,with,both,54.59626069202309,-5.70986736011602,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,gps_track,2026-06-16T17:50:14.999Z,,,54.59618289120076,-5.70971368091043,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:50:23.900Z,against,both,54.59613458713729,-5.709631448181163,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:50:29.630Z,against,both,54.59608406071077,-5.709593346637808,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:50:31.018Z,with,both,54.5960708034626,-5.709578476161199,9
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,gps_track,2026-06-16T17:50:35.999Z,,,54.596019799506344,-5.709515350049184,8
3a19008b,"16/06/2026, 18:48:30",dual,2026-06-16T17:48:32.437Z,2026-06-16T17:50:45.564Z,car,2026-06-16T17:50:37.013Z,against,both,54.596019799506344,-5.709515350049184,8
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,gps_track,2026-06-16T18:06:44.356Z,,,54.5923590800302,-5.707652689894389,6
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,car,2026-06-16T18:06:55.052Z,against,both,54.592223041741725,-5.707725696271013,4
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,gps_track,2026-06-16T18:07:05.000Z,,,54.592102854258485,-5.7076441277912595,5
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,car,2026-06-16T18:07:18.614Z,with,both,54.59201278648925,-5.707484009052178,8
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,car,2026-06-16T18:07:19.841Z,against,both,54.59200665424317,-5.70747522555642,6
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,gps_track,2026-06-16T18:07:24.999Z,,,54.591955501870586,-5.707438971006892,6
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,car,2026-06-16T18:07:41.264Z,against,both,54.59182983836871,-5.707320960252303,6
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,car,2026-06-16T18:07:41.662Z,with,both,54.59182983836871,-5.707320960252303,6
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,gps_track,2026-06-16T18:07:45.999Z,,,54.59180453143971,-5.707277908957803,5
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,gps_track,2026-06-16T18:08:06.999Z,,,54.59166902856429,-5.707087464122421,7
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,car,2026-06-16T18:08:09.449Z,against,both,54.59165431445864,-5.707069469584615,7
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,car,2026-06-16T18:08:21.044Z,with,both,54.59157561636076,-5.706992685226118,7
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,car,2026-06-16T18:08:24.566Z,against,both,54.59154715368148,-5.70694424807012,7
2c64036f,"16/06/2026, 19:06:39",dual,2026-06-16T18:06:44.765Z,2026-06-16T18:08:28.538Z,gps_track,2026-06-16T18:08:26.998Z,,,54.59152317474545,-5.706934495332816,7
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,gps_track,2026-06-16T18:08:38.998Z,,,54.591576654576,-5.706770096118076,6
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,car,2026-06-16T18:08:40.446Z,against,both,54.59158513709925,-5.706755962050977,6
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,car,2026-06-16T18:08:43.279Z,against,both,54.59160153235024,-5.706719614723557,6
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,car,2026-06-16T18:08:45.600Z,against,both,54.59161344077319,-5.706679574917524,6
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,car,2026-06-16T18:08:52.363Z,against,both,54.591625460487975,-5.706611870150863,6
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,car,2026-06-16T18:08:55.451Z,against,both,54.59162808205703,-5.706563623915583,6
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,car,2026-06-16T18:08:58.863Z,with,both,54.591639046897264,-5.706525474565461,7
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,gps_track,2026-06-16T18:08:59.999Z,,,54.591651279450865,-5.706493996629808,6
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,car,2026-06-16T18:09:00.930Z,with,both,54.591651279450865,-5.706493996629808,6
cfb637ff,"16/06/2026, 19:08:28",dual,2026-06-16T18:08:39.162Z,2026-06-16T18:10:49.806Z,car,2026-06-16T18:09:04.952Z,against,both,54.59167608352479,-5.7064256429573055,6
