session_id,session_label,session_mode,session_start,session_end,event_type,timestamp,direction,directionMode,lat,lng,gps_accuracy_m
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,gps_track,2026-06-15T19:46:12.999Z,,,54.59684049322444,-5.710832062892622,7
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,car,2026-06-15T19:46:15.199Z,with,both,54.596819958498386,-5.710800692405686,8
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,car,2026-06-15T19:46:20.491Z,against,both,54.596784068073724,-5.710711809352132,8
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,car,2026-06-15T19:46:26.674Z,with,both,54.59674437887511,-5.710618723856841,8
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,car,2026-06-15T19:46:30.705Z,against,both,54.59671948308145,-5.7105542761235855,7
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,gps_track,2026-06-15T19:46:33.999Z,,,54.59669062669829,-5.710486352401321,7
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,gps_track,2026-06-15T19:46:54.999Z,,,54.59650831892834,-5.710172684570381,6
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,gps_track,2026-06-15T19:47:15.999Z,,,54.596342715579695,-5.709892612285383,7
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,car,2026-06-15T19:47:32.861Z,against,both,54.59622396293958,-5.709634229708451,7
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,gps_track,2026-06-15T19:47:35.999Z,,,54.596197576696085,-5.709566106377718,6
c63185aa,"15/06/2026, 20:45:45",dual,2026-06-15T19:46:13.326Z,2026-06-15T19:47:53.143Z,car,2026-06-15T19:47:41.958Z,against,both,54.59615390153145,-5.709493120778361,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,gps_track,2026-06-15T19:48:03.999Z,,,54.59604354480374,-5.709134408882463,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:48:05.479Z,against,both,54.596047306712215,-5.709109166916758,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,gps_track,2026-06-15T19:48:25.000Z,,,54.59620948607912,-5.708898117162113,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:48:33.846Z,against,both,54.59627563660352,-5.70878924245423,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,gps_track,2026-06-15T19:48:46.000Z,,,54.596378214596434,-5.708624166193868,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:48:46.399Z,with,both,54.596378214596434,-5.708624166193868,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:48:46.998Z,against,both,54.596378214596434,-5.708624166193868,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:48:51.849Z,with,both,54.5964148421552,-5.7085518975779195,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:48:56.166Z,with,both,54.59645139299887,-5.708482598182005,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:48:59.398Z,with,both,54.59647952555377,-5.708449425315009,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:49:00.883Z,with,both,54.59648867317562,-5.7084328082394125,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:49:03.733Z,with,both,54.5965053634665,-5.70838338436838,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:49:04.829Z,with,both,54.59651195794134,-5.708365195670113,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,gps_track,2026-06-15T19:49:06.999Z,,,54.59652937751454,-5.708309392264147,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:49:12.918Z,against,both,54.59656699753959,-5.7082396583828015,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,gps_track,2026-06-15T19:49:27.999Z,,,54.59669562275186,-5.708022544438274,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:49:43.668Z,against,both,54.59681249425166,-5.707812837534391,8
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,gps_track,2026-06-15T19:49:47.999Z,,,54.596855525852774,-5.707745982064569,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:49:49.136Z,against,both,54.59685867457964,-5.707721443608115,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:49:50.565Z,against,both,54.59686486739728,-5.707709312182513,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:50:00.870Z,against,both,54.59694198019395,-5.707589629247343,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,gps_track,2026-06-15T19:50:07.999Z,,,54.59699039607879,-5.707469317353906,6
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:50:14.787Z,with,both,54.59701958543545,-5.707372923047168,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:50:20.716Z,with,both,54.59706287488621,-5.707293278118147,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:50:24.617Z,with,both,54.597084851564865,-5.707232957348635,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,car,2026-06-15T19:50:26.265Z,with,both,54.59709234833734,-5.707185008184135,7
6f0787f9,"15/06/2026, 20:47:53",dual,2026-06-15T19:48:04.464Z,2026-06-15T19:50:44.887Z,gps_track,2026-06-15T19:50:29.000Z,,,54.597105523954816,-5.707125466129838,7
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,gps_track,2026-06-15T20:00:04.999Z,,,54.59772433762454,-5.702951648438279,6
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,car,2026-06-15T20:00:09.907Z,with,both,54.59768694154359,-5.702938397439878,5
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,car,2026-06-15T20:00:12.700Z,with,both,54.59766291053725,-5.702941017971603,5
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,gps_track,2026-06-15T20:00:25.999Z,,,54.59752517800348,-5.702910012795254,5
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,gps_track,2026-06-15T20:00:45.999Z,,,54.59733081057202,-5.7028410509083685,5
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,gps_track,2026-06-15T20:01:06.998Z,,,54.59713380569434,-5.702768463462994,5
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,car,2026-06-15T20:01:09.553Z,with,both,54.597114149614356,-5.702763611507706,5
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,car,2026-06-15T20:01:10.615Z,against,both,54.597106741201436,-5.702761236186242,5
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,car,2026-06-15T20:01:20.770Z,against,both,54.59700747548718,-5.70275563869331,5
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,gps_track,2026-06-15T20:01:26.999Z,,,54.59693672569168,-5.702733029919313,5
8e92e70f,"15/06/2026, 21:00:02",dual,2026-06-15T20:00:05.535Z,2026-06-15T20:02:06.289Z,gps_track,2026-06-15T20:01:47.999Z,,,54.596704835210076,-5.702631187285757,6
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,gps_track,2026-06-15T20:02:09.999Z,,,54.596484041857366,-5.702665216579544,6
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:02:12.374Z,against,both,54.59647242545847,-5.702679273744632,6
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:02:15.006Z,with,both,54.596444576024915,-5.702660564779884,6
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:02:26.440Z,with,both,54.59632949183544,-5.70259680127269,5
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,gps_track,2026-06-15T20:02:30.999Z,,,54.59627560054522,-5.702568469693948,5
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:02:37.674Z,with,both,54.596216357726405,-5.7025677026806765,5
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:02:39.753Z,against,both,54.596197208022396,-5.702569839441744,5
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,gps_track,2026-06-15T20:02:50.999Z,,,54.596083172648605,-5.702522282218247,6
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:02:51.259Z,against,both,54.596083172648605,-5.702522282218247,6
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:02:57.558Z,with,both,54.59603033000143,-5.7025345071237785,6
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:03:01.739Z,with,both,54.59599166615498,-5.702535152108567,6
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:03:03.259Z,against,both,54.595972854204064,-5.702535287930974,5
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:03:05.976Z,with,both,54.595950832214804,-5.70253531246894,5
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,gps_track,2026-06-15T20:03:11.998Z,,,54.59588493303659,-5.7025116911149425,5
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,car,2026-06-15T20:03:16.527Z,against,both,54.595850655187476,-5.7025171582695915,5
d0685841,"15/06/2026, 21:02:09",dual,2026-06-15T20:02:10.204Z,2026-06-15T20:03:37.327Z,gps_track,2026-06-15T20:03:33.000Z,,,54.595671489901605,-5.702488235367284,5
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,gps_track,2026-06-15T20:05:49.999Z,,,54.59456880485615,-5.703110987252205,6
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,car,2026-06-15T20:05:51.564Z,with,both,54.594571573042884,-5.70312259672428,6
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,car,2026-06-15T20:05:57.162Z,against,both,54.59458790119658,-5.703210598345427,6
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,car,2026-06-15T20:06:02.312Z,against,both,54.59460121547036,-5.703309581121036,6
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,gps_track,2026-06-15T20:06:10.999Z,,,54.59462987326717,-5.703454106111682,6
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,car,2026-06-15T20:06:16.192Z,against,both,54.594641530591495,-5.703540418926331,5
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,car,2026-06-15T20:06:20.863Z,with,both,54.59464659422557,-5.703603266962616,5
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,car,2026-06-15T20:06:25.629Z,against,both,54.59465332059524,-5.7036781597815605,5
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,car,2026-06-15T20:06:27.041Z,against,both,54.5946563651871,-5.703689589267553,5
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,gps_track,2026-06-15T20:06:30.999Z,,,54.594668812495506,-5.703743820522559,5
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,gps_track,2026-06-15T20:06:51.999Z,,,54.594679076062015,-5.703929848462453,6
a3ed3dda,"15/06/2026, 21:05:48",dual,2026-06-15T20:05:50.709Z,2026-06-15T20:07:22.968Z,gps_track,2026-06-15T20:07:11.999Z,,,54.59472664290529,-5.7042700513522675,7
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,gps_track,2026-06-15T20:07:27.998Z,,,54.59475437932141,-5.7045645279023,7
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,car,2026-06-15T20:07:33.500Z,against,both,54.59476743595447,-5.704647664209273,7
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,gps_track,2026-06-15T20:07:49.000Z,,,54.59481199098289,-5.704903652597577,8
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,car,2026-06-15T20:07:50.264Z,against,both,54.5948198915851,-5.70492947835325,8
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,car,2026-06-15T20:07:59.014Z,with,both,54.594841024363355,-5.705062361832401,8
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,car,2026-06-15T20:08:02.948Z,with,both,54.594849581364684,-5.70512985642279,8
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,gps_track,2026-06-15T20:08:09.999Z,,,54.5948708586273,-5.705276164822172,8
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,car,2026-06-15T20:08:13.316Z,with,both,54.59488051494154,-5.705331821246778,8
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,car,2026-06-15T20:08:24.435Z,against,both,54.59489364902527,-5.705509442636454,7
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,gps_track,2026-06-15T20:08:29.999Z,,,54.59490432569494,-5.705626692244005,7
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,car,2026-06-15T20:08:48.766Z,against,both,54.594932271790995,-5.705910844633383,7
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,gps_track,2026-06-15T20:08:50.999Z,,,54.594947009751856,-5.705961939684728,7
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,car,2026-06-15T20:08:52.821Z,with,both,54.594946142410684,-5.705976856942274,7
ad756d10,"15/06/2026, 21:07:26",dual,2026-06-15T20:07:28.198Z,2026-06-15T20:09:24.238Z,gps_track,2026-06-15T20:09:10.999Z,,,54.594983633630115,-5.706328804095329,6
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,gps_track,2026-06-15T20:09:24.998Z,,,54.59501391753383,-5.706587323796876,6
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,car,2026-06-15T20:09:30.005Z,against,both,54.595020677485806,-5.706656537312271,6
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,car,2026-06-15T20:09:35.256Z,against,both,54.59502243589627,-5.706741881577954,6
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,car,2026-06-15T20:09:37.427Z,against,both,54.5950274409175,-5.706774133824781,6
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,gps_track,2026-06-15T20:09:46.000Z,,,54.59502887289906,-5.70691534810974,7
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,car,2026-06-15T20:09:47.588Z,against,both,54.59501898018929,-5.706924694793282,7
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,gps_track,2026-06-15T20:10:06.000Z,,,54.59513570778639,-5.707246056292029,7
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,gps_track,2026-06-15T20:10:25.999Z,,,54.595186763122285,-5.70756576575973,7
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,gps_track,2026-06-15T20:10:46.999Z,,,54.595258243469345,-5.70790785410302,6
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,car,2026-06-15T20:10:47.427Z,against,both,54.595258243469345,-5.70790785410302,6
6fe956e5,"15/06/2026, 21:09:24",dual,2026-06-15T20:09:25.119Z,2026-06-15T20:11:32.778Z,gps_track,2026-06-15T20:11:06.999Z,,,54.595339274857174,-5.70822746529688,6
